;Game Result;Move Confidence;Total Moves;Total Pieces Captured;Average Invalid
250;-1;0.0000;17;0;0.0000
251;-1;0.0000;21;1;0.0000
252;-1;0.0000;14;0;0.0000
253;-1;0.0000;17;0;0.0000
254;-1;0.0000;15;1;0.0000
255;-1;0.0000;19;0;0.0000
256;-1;0.0000;19;2;0.0000
257;-1;0.0000;26;4;0.0000
258;-1;0.0000;18;1;0.0000
259;-1;0.0000;11;0;0.0000
260;-1;0.0000;13;0;0.0000
261;-1;0.0000;15;0;0.0000
262;-1;0.0000;23;3;0.0000
263;-1;0.0000;19;0;0.0000
264;-1;0.0000;14;1;0.0000
265;-1;0.0000;12;0;0.0000
266;-1;0.0000;26;0;0.0000
267;-1;0.0000;17;0;0.0000
268;-1;0.0000;10;0;0.0000
269;-1;0.0000;4;0;0.0000
270;-1;0.0000;13;1;0.0000
271;-1;0.0000;19;0;0.0000
272;-1;0.0000;20;2;0.0000
273;-1;0.0000;18;0;0.0000
274;-1;0.0000;16;0;0.0000
275;-1;0.0000;20;0;0.0000
276;-1;0.0000;12;0;0.0000
277;-1;0.0000;12;0;0.0000
278;-1;0.0000;14;1;0.0000
279;-1;0.0000;16;0;0.0000
280;-1;0.0000;13;0;0.0000
281;-1;0.0000;13;0;0.0000
282;-1;0.0000;10;0;0.0000
283;-1;0.0000;14;0;0.0000
284;-1;0.0000;11;1;0.0000
285;-1;0.0000;24;0;0.0000
286;-1;0.0000;23;1;0.0000
287;-1;0.0000;21;1;0.0000
288;-1;0.0000;9;0;0.0000
289;-1;0.0000;18;0;0.0000
290;-1;0.0000;10;0;0.0000
291;-1;0.0000;20;0;0.0000
292;-1;0.0000;12;0;0.0000
293;-1;0.0000;14;0;0.0000
294;-1;0.0000;18;0;0.0000
295;-1;0.0000;13;0;0.0000
296;-1;0.0000;23;0;0.0000
297;-1;0.0000;13;0;0.0000
298;-1;0.0000;15;0;0.0000
299;-1;0.0000;17;2;0.0000
300;-1;0.0000;17;0;0.0000
301;-1;0.0000;21;1;0.0000
302;-1;0.0000;13;1;0.0000
303;-1;0.0000;22;3;0.0000
304;-1;0.0000;15;2;0.0000
305;-1;0.0000;9;0;0.0000
306;-1;0.0000;18;0;0.0000
307;-1;0.0000;11;0;0.0000
308;-1;0.0000;16;0;0.0000
309;-1;0.0000;11;0;0.0000
310;-1;0.0000;11;0;0.0000
311;-1;0.0000;15;0;0.0000
312;-1;0.0000;13;0;0.0000
313;-1;0.0000;14;0;0.0000
314;-1;0.0000;14;1;0.0000
315;-1;0.0000;11;0;0.0000
316;-1;0.0000;11;0;0.0000
317;-1;0.0000;19;3;0.0000
318;-1;0.0000;20;3;0.0000
319;-1;0.0000;20;0;0.0000
320;-1;0.0000;18;1;0.0000
321;-1;0.0000;9;0;0.0000
322;-1;0.0000;13;0;0.0000
323;-1;0.0000;14;0;0.0000
324;-1;0.0000;14;1;0.0000
325;-1;0.0000;19;2;0.0000
326;-1;0.0000;18;0;0.0000
327;-1;0.0000;25;1;0.0000
328;-1;0.0000;19;1;0.0000
329;-1;0.0000;8;0;0.0000
330;-1;0.0000;18;1;0.0000
331;-1;0.0000;18;0;0.0000
332;-1;0.0000;19;1;0.0000
333;-1;0.0000;16;1;0.0000
334;-1;0.0000;19;1;0.0000
335;-1;0.0000;15;0;0.0000
336;-1;0.0000;15;0;0.0000
337;-1;0.0000;17;1;0.0000
338;-1;0.0000;15;1;0.0000
339;-1;0.0000;18;2;0.0000
340;-1;0.0000;11;1;0.0000
341;-1;0.0000;16;1;0.0000
342;-1;0.0000;17;0;0.0000
343;-1;0.0000;19;0;0.0000
344;-1;0.0000;12;1;0.0000
345;-1;0.0000;12;1;0.0000
346;-1;0.0000;22;2;0.0000
347;-1;0.0000;14;1;0.0000
348;-1;0.0000;21;1;0.0000
349;-1;0.0000;21;0;0.0000
350;-1;0.0000;17;2;0.0000
351;-1;0.0000;22;2;0.0000
352;-1;0.0000;19;2;0.0000
353;-1;0.0000;10;0;0.0000
354;-1;0.0000;15;2;0.0000
355;-1;0.0000;16;2;0.0000
356;-1;0.0000;8;0;0.0000
357;-1;0.0000;14;0;0.0000
358;-1;0.0000;9;0;0.0000
359;-1;0.0000;17;1;0.0000
360;-1;0.0000;15;1;0.0000
361;-1;0.0000;12;1;0.0000
362;-1;0.0000;18;1;0.0000
363;-1;0.0000;13;1;0.0000
364;-1;0.0000;16;0;0.0000
365;-1;0.0000;13;1;0.0000
366;-1;0.0000;18;1;0.0000
367;-1;0.0000;23;2;0.0000
368;-1;0.0000;10;0;0.0000
369;-1;0.0000;23;0;0.0000
370;-1;0.0000;23;0;0.0000
371;-1;0.0000;15;0;0.0000
372;-1;0.0000;13;0;0.0000
373;-1;0.0000;12;0;0.0000
374;-1;0.0000;12;1;0.0000
375;-1;0.0000;20;0;0.0000
376;-1;0.0000;15;1;0.0000
377;-1;0.0000;19;0;0.0000
378;-1;0.0000;20;3;0.0000
379;-1;0.0000;8;0;0.0000
380;-1;0.0000;21;2;0.0000
381;-1;0.0000;19;1;0.0000
382;-1;0.0000;11;0;0.0000
383;-1;0.0000;22;1;0.0000
384;-1;0.0000;20;2;0.0000
385;-1;0.0000;16;0;0.0000
386;-1;0.0000;16;0;0.0000
387;-1;0.0000;18;0;0.0000
388;-1;0.0000;19;1;0.0000
389;-1;0.0000;19;0;0.0000
390;-1;0.0000;12;0;0.0000
391;-1;0.0000;12;0;0.0000
392;-1;0.0000;13;0;0.0000
393;-1;0.0000;26;1;0.0000
394;-1;0.0000;18;1;0.0000
395;-1;0.0000;15;0;0.0000
396;-1;0.0000;11;0;0.0000
397;-1;0.0000;9;0;0.0000
398;-1;0.0000;12;1;0.0000
399;-1;0.0000;17;0;0.0000
400;-1;0.0000;24;1;0.0000
401;-1;0.0000;16;0;0.0000
402;-1;0.0000;19;1;0.0000
403;-1;0.0000;10;0;0.0000
404;-1;0.0000;15;0;0.0000
405;-1;0.0000;18;1;0.0000
406;-1;0.0000;15;0;0.0000
407;-1;0.0000;20;1;0.0000
408;-1;0.0000;19;0;0.0000
409;-1;0.0000;18;0;0.0000
410;-1;0.0000;20;0;0.0000
411;-1;0.0000;16;1;0.0000
412;-1;0.0000;9;0;0.0000
413;-1;0.0000;14;2;0.0000
414;-1;0.0000;17;1;0.0000
415;-1;0.0000;17;1;0.0000
416;-1;0.0000;15;0;0.0000
417;-1;0.0000;14;1;0.0000
418;-1;0.0000;14;1;0.0000
419;-1;0.0000;14;0;0.0000
420;-1;0.0000;13;0;0.0000
421;-1;0.0000;17;0;0.0000
422;-1;0.0000;13;0;0.0000
423;-1;0.0000;16;1;0.0000
424;-1;0.0000;22;2;0.0000
425;-1;0.0000;21;0;0.0000
426;-1;0.0000;16;1;0.0000
427;-1;0.0000;15;0;0.0000
428;-1;0.0000;18;1;0.0000
429;-1;0.0000;10;0;0.0000
430;-1;0.0000;20;0;0.0000
431;-1;0.0000;16;0;0.0000
432;-1;0.0000;23;2;0.0000
433;-1;0.0000;13;1;0.0000
434;-1;0.0000;7;0;0.0000
435;-1;0.0000;14;0;0.0000
436;-1;0.0000;20;2;0.0000
437;-1;0.0000;15;1;0.0000
438;-1;0.0000;15;2;0.0000
439;-1;0.0000;24;0;0.0000
440;-1;0.0000;17;1;0.0000
441;-1;0.0000;14;0;0.0000
442;-1;0.0000;19;1;0.0000
443;-1;0.0000;11;0;0.0000
444;-1;0.0000;13;1;0.0000
445;-1;0.0000;17;1;0.0000
446;-1;0.0000;20;1;0.0000
447;-1;0.0000;11;0;0.0000
448;-1;0.0000;20;4;0.0000
449;-1;0.0000;20;0;0.0000
450;-1;0.0000;24;0;0.0000
451;-1;0.0000;14;0;0.0000
452;-1;0.0000;14;0;0.0000
453;-1;0.0000;24;2;0.0000
454;-1;0.0000;19;1;0.0000
455;-1;0.0000;19;1;0.0000
456;-1;0.0000;17;2;0.0000
457;-1;0.0000;16;0;0.0000
458;-1;0.0000;21;1;0.0000
459;-1;0.0000;16;2;0.0000
460;-1;0.0000;16;2;0.0000
461;-1;0.0000;15;2;0.0000
462;-1;0.0000;13;0;0.0000
463;-1;0.0000;19;2;0.0000
464;-1;0.0000;14;0;0.0000
465;-1;0.0000;15;0;0.0000
466;-1;0.0000;19;0;0.0000
467;-1;0.0000;17;1;0.0000
468;-1;0.0000;14;0;0.0000
469;-1;0.0000;13;0;0.0000
470;-1;0.0000;12;0;0.0000
471;-1;0.0000;13;0;0.0000
472;-1;0.0000;13;0;0.0000
473;-1;0.0000;15;1;0.0000
474;-1;0.0000;15;0;0.0000
475;-1;0.0000;20;1;0.0000
476;-1;0.0000;17;0;0.0000
477;-1;0.0000;15;1;0.0000
478;-1;0.0000;27;0;0.0000
479;-1;0.0000;14;0;0.0000
480;-1;0.0000;18;2;0.0000
481;-1;0.0000;15;0;0.0000
482;-1;0.0000;18;0;0.0000
483;-1;0.0000;17;0;0.0000
484;-1;0.0000;11;0;0.0000
485;-1;0.0000;14;0;0.0000
486;-1;0.0000;10;0;0.0000
487;-1;0.0000;15;1;0.0000
488;-1;0.0000;13;0;0.0000
489;-1;0.0000;18;0;0.0000
490;-1;0.0000;16;0;0.0000
491;-1;0.0000;15;0;0.0000
492;-1;0.0000;16;0;0.0000
493;-1;0.0000;15;0;0.0000
494;-1;0.0000;14;2;0.0000
495;-1;0.0000;17;0;0.0000
496;-1;0.0000;15;2;0.0000
497;-1;0.0000;13;0;0.0000
498;-1;0.0000;18;0;0.0000
499;-1;0.0000;19;0;0.0000
500;-1;0.0000;21;3;0.0000
501;-1;0.0000;20;2;0.0000
502;-1;0.0000;21;1;0.0000
503;-1;0.0000;26;2;0.0000
504;-1;0.0000;19;2;0.0000
505;-1;0.0000;19;1;0.0000
506;-1;0.0000;24;3;0.0000
507;-1;0.0000;13;0;0.0000
508;-1;0.0000;8;0;0.0000
509;-1;0.0000;14;0;0.0000
510;-1;0.0000;15;1;0.0000
511;-1;0.0000;17;0;0.0000
512;-1;0.0000;12;0;0.0000
513;-1;0.0000;26;2;0.0000
514;-1;0.0000;17;0;0.0000
515;-1;0.0000;23;0;0.0000
516;-1;0.0000;14;0;0.0000
517;-1;0.0000;15;0;0.0000
518;-1;0.0000;18;2;0.0000
519;-1;0.0000;21;2;0.0000
520;-1;0.0000;13;2;0.0000
521;-1;0.0000;15;1;0.0000
522;-1;0.0000;15;1;0.0000
523;-1;0.0000;14;1;0.0000
524;-1;0.0000;18;0;0.0000
525;-1;0.0000;12;0;0.0000
526;-1;0.0000;17;1;0.0000
527;-1;0.0000;18;0;0.0000
528;-1;0.0000;16;1;0.0000
529;-1;0.0000;23;2;0.0000
530;-1;0.0000;21;1;0.0000
531;-1;0.0000;18;0;0.0000
532;-1;0.0000;24;3;0.0000
533;-1;0.0000;19;1;0.0000
534;-1;0.0000;17;1;0.0000
535;-1;0.0000;15;0;0.0000
536;-1;0.0000;14;0;0.0000
537;-1;0.0000;19;2;0.0000
538;-1;0.0000;16;1;0.0000
539;-1;0.0000;20;1;0.0000
540;-1;0.0000;15;0;0.0000
541;-1;0.0000;12;1;0.0000
542;-1;0.0000;19;1;0.0000
543;-1;0.0000;12;0;0.0000
544;-1;0.0000;15;0;0.0000
545;-1;0.0000;19;1;0.0000
546;-1;0.0000;15;0;0.0000
547;-1;0.0000;15;1;0.0000
548;-1;0.0000;14;0;0.0000
549;-1;0.0000;19;1;0.0000
550;-1;0.0000;16;0;0.0000
551;-1;0.0000;17;0;0.0000
552;-1;0.0000;19;0;0.0000
553;-1;0.0000;18;1;0.0000
554;-1;0.0000;15;1;0.0000
555;-1;0.0000;17;1;0.0000
556;-1;0.0000;20;0;0.0000
557;-1;0.0000;14;1;0.0000
558;-1;0.0000;14;1;0.0000
559;-1;0.0000;13;1;0.0000
560;-1;0.0000;20;0;0.0000
561;-1;0.0000;16;0;0.0000
562;-1;0.0000;13;0;0.0000
563;-1;0.0000;16;0;0.0000
564;-1;0.0000;15;2;0.0000
565;-1;0.0000;15;0;0.0000
566;-1;0.0000;20;1;0.0000
567;-1;0.0000;10;0;0.0000
568;-1;0.0000;23;1;0.0000
569;-1;0.0000;16;0;0.0000
570;-1;0.0000;20;2;0.0000
571;-1;0.0000;14;1;0.0000
572;-1;0.0000;14;0;0.0000
573;-1;0.0000;11;1;0.0000
574;-1;0.0000;11;1;0.0000
575;-1;0.0000;10;0;0.0000
576;-1;0.0000;18;0;0.0000
577;-1;0.0000;19;1;0.0000
578;-1;0.0000;14;1;0.0000
579;-1;0.0000;22;2;0.0000
580;-1;0.0000;14;0;0.0000
581;-1;0.0000;15;1;0.0000
582;-1;0.0000;17;1;0.0000
583;-1;0.0000;18;2;0.0000
584;-1;0.0000;12;1;0.0000
585;-1;0.0000;26;2;0.0000
586;-1;0.0000;14;0;0.0000
587;-1;0.0000;9;0;0.0000
588;-1;0.0000;11;0;0.0000
589;-1;0.0000;16;0;0.0000
590;-1;0.0000;14;0;0.0000
591;-1;0.0000;14;1;0.0000
592;-1;0.0000;24;0;0.0000
593;-1;0.0000;22;0;0.0000
594;-1;0.0000;20;0;0.0000
595;-1;0.0000;20;0;0.0000
596;-1;0.0000;15;1;0.0000
597;-1;0.0000;11;1;0.0000
598;-1;0.0000;12;0;0.0000
599;-1;0.0000;20;2;0.0000
600;-1;0.0000;12;1;0.0000
601;-1;0.0000;14;1;0.0000
602;-1;0.0000;16;1;0.0000
603;-1;0.0000;24;2;0.0000
604;-1;0.0000;21;2;0.0000
605;-1;0.0000;22;0;0.0000
606;-1;0.0000;16;1;0.0000
607;-1;0.0000;15;0;0.0000
608;-1;0.0000;10;0;0.0000
609;-1;0.0000;11;1;0.0000
610;-1;0.0000;17;0;0.0000
611;-1;0.0000;19;1;0.0000
612;-1;0.0000;12;0;0.0000
613;-1;0.0000;11;0;0.0000
614;-1;0.0000;18;0;0.0000
615;-1;0.0000;15;0;0.0000
616;-1;0.0000;14;1;0.0000
617;-1;0.0000;15;0;0.0000
618;-1;0.0000;17;0;0.0000
619;-1;0.0000;21;0;0.0000
620;-1;0.0000;8;0;0.0000
621;-1;0.0000;21;2;0.0000
622;-1;0.0000;21;1;0.0000
623;-1;0.0000;14;0;0.0000
624;-1;0.0000;12;0;0.0000
625;-1;0.0000;16;0;0.0000
626;-1;0.0000;8;0;0.0000
627;-1;0.0000;17;2;0.0000
628;-1;0.0000;18;2;0.0000
629;-1;0.0000;17;1;0.0000
630;-1;0.0000;25;0;0.0000
631;-1;0.0000;18;1;0.0000
632;-1;0.0000;14;0;0.0000
633;-1;0.0000;19;1;0.0000
634;-1;0.0000;15;4;0.0000
635;-1;0.0000;15;1;0.0000
636;-1;0.0000;19;1;0.0000
637;-1;0.0000;12;1;0.0000
638;-1;0.0000;15;1;0.0000
639;-1;0.0000;17;0;0.0000
640;-1;0.0000;19;0;0.0000
641;-1;0.0000;17;0;0.0000
642;-1;0.0000;15;1;0.0000
643;-1;0.0000;20;1;0.0000
644;-1;0.0000;15;0;0.0000
645;-1;0.0000;20;3;0.0000
646;-1;0.0000;11;0;0.0000
647;-1;0.0000;18;2;0.0000
648;-1;0.0000;8;0;0.0000
649;-1;0.0000;18;0;0.0000
650;-1;0.0000;19;2;0.0000
651;-1;0.0000;19;1;0.0000
652;-1;0.0000;15;1;0.0000
653;-1;0.0000;8;1;0.0000
654;-1;0.0000;12;1;0.0000
655;-1;0.0000;12;0;0.0000
656;-1;0.0000;20;0;0.0000
657;-1;0.0000;12;0;0.0000
658;-1;0.0000;8;0;0.0000
659;-1;0.0000;12;0;0.0000
660;-1;0.0000;13;0;0.0000
661;-1;0.0000;12;0;0.0000
662;-1;0.0000;29;1;0.0000
663;-1;0.0000;16;1;0.0000
664;-1;0.0000;15;0;0.0000
665;-1;0.0000;19;2;0.0000
666;-1;0.0000;11;0;0.0000
667;-1;0.0000;16;1;0.0000
668;-1;0.0000;18;0;0.0000
669;-1;0.0000;9;0;0.0000
670;-1;0.0000;10;0;0.0000
671;-1;0.0000;11;0;0.0000
672;-1;0.0000;21;1;0.0000
673;-1;0.0000;17;0;0.0000
674;-1;0.0000;19;2;0.0000
675;-1;0.0000;21;1;0.0000
676;-1;0.0000;17;1;0.0000
677;-1;0.0000;14;0;0.0000
678;-1;0.0000;14;0;0.0000
679;-1;0.0000;14;0;0.0000
680;-1;0.0000;12;0;0.0000
681;-1;0.0000;25;1;0.0000
682;-1;0.0000;11;0;0.0000
683;-1;0.0000;21;1;0.0000
684;-1;0.0000;14;0;0.0000
685;-1;0.0000;13;0;0.0000
686;-1;0.0000;14;0;0.0000
687;-1;0.0000;20;0;0.0000
688;-1;0.0000;23;0;0.0000
689;-1;0.0000;16;0;0.0000
690;-1;0.0000;17;0;0.0000
691;-1;0.0000;17;1;0.0000
692;-1;0.0000;23;3;0.0000
693;-1;0.0000;19;2;0.0000
694;-1;0.0000;15;1;0.0000
695;-1;0.0000;14;2;0.0000
696;-1;0.0000;20;1;0.0000
697;-1;0.0000;19;1;0.0000
698;-1;0.0000;21;2;0.0000
699;-1;0.0000;15;0;0.0000
700;-1;0.0000;16;2;0.0000
